Capitales de provincia	Tipo de dato	Periodo	Total
10037 Cáceres	Personas	2018	96.068
10037 Cáceres	Personas	2017	95.917
10037 Cáceres	Personas	2016	95.814
10037 Cáceres	Personas	2015	95.617
10037 Cáceres	Personas	2014	95.855
10037 Cáceres	Personas	2013	95.925
10037 Cáceres	Personas	2012	95.668
10037 Cáceres	Personas	2011	95.026
10037 Cáceres	Personas	2010	94.179
10037 Cáceres	Personas	2009	93.131
10037 Cáceres	Personas	2008	92.187
10037 Cáceres	Personas	2007	90.802
10037 Cáceres	Personas	2006	90.218
10037 Cáceres	Personas	2005	89.029
10037 Cáceres	Personas	2004	88.245
10037 Cáceres	Personas	2003	87.088
10037 Cáceres	Personas	2002	84.439
10037 Cáceres	Personas	2001	82.034
10037 Cáceres	Personas	2000	82.235
10037 Cáceres	Personas	1999	78.614
10037 Cáceres	Personas	1998	78.614
10037 Cáceres	Variación absoluta	2020	129
10037 Cáceres	Variación absoluta	2019	58
10037 Cáceres	Variación absoluta	2018	151
10037 Cáceres	Variación absoluta	2017	103
10037 Cáceres	Variación absoluta	2016	197
10037 Cáceres	Variación absoluta	2015	-238
10037 Cáceres	Variación absoluta	2014	-70
10037 Cáceres	Variación absoluta	2013	257
10037 Cáceres	Variación absoluta	2012	642
10037 Cáceres	Variación absoluta	2011	677
10037 Cáceres	Variación absoluta	2010	1.048
10037 Cáceres	Variación absoluta	2009	944
10037 Cáceres	Variación absoluta	2008	1.385
10037 Cáceres	Variación absoluta	2007	584
10037 Cáceres	Variación absoluta	2006	1.189
10037 Cáceres	Variación absoluta	2005	784
10037 Cáceres	Variación absoluta	2004	1.157
10037 Cáceres	Variación absoluta	2003	2.649
10037 Cáceres	Variación absoluta	2002	2.405
10037 Cáceres	Variación absoluta	2001	-201
10037 Cáceres	Variación absoluta	2000	3.621
10037 Cáceres	Variación absoluta	1999	0
10037 Cáceres	Variación absoluta	1998	846
10037 Cáceres	Variación relativa	2020	0,13
10037 Cáceres	Variación relativa	2019	0,06
10037 Cáceres	Variación relativa	2018	0,16
10037 Cáceres	Variación relativa	2017	0,11
10037 Cáceres	Variación relativa	2016	0,21
10037 Cáceres	Variación relativa	2015	-0,25
10037 Cáceres	Variación relativa	2014	-0,07
10037 Cáceres	Variación relativa	2013	0,27
10037 Cáceres	Variación relativa	2012	0,68
10037 Cáceres	Variación relativa	2011	0,38
10037 Cáceres	Variación relativa	2010	1,13
10037 Cáceres	Variación relativa	2009	1,02
10037 Cáceres	Variación relativa	2008	1,53
10037 Cáceres	Variación relativa	2007	0,65
10037 Cáceres	Variación relativa	2006	1,34
10037 Cáceres	Variación relativa	2005	0,89
10037 Cáceres	Variación relativa	2004	1,33
10037 Cáceres	Variación relativa	2003	3,14
10037 Cáceres	Variación relativa	2002	2,93
10037 Cáceres	Variación relativa	2001	-0,24
10037 Cáceres	Variación relativa	2000	4,61
10037 Cáceres	Variación relativa	1999	0,00
10037 Cáceres	Variación relativa	1998	1,09
11012 Cádiz	Personas	2020	115.439
11012 Cádiz	Personas	2019	116.027
11012 Cádiz	Personas	2018	116.979
11012 Cádiz	Personas	2017	118.048
11012 Cádiz	Personas	2016	118.919
11012 Cádiz	Personas	2015	120.468
11012 Cádiz	Personas	2014	121.739
11012 Cádiz	Personas	2013	122.990
11012 Cádiz	Personas	2012	123.948
11012 Cádiz	Personas	2011	124.892
11012 Cádiz	Personas	2010	125.826
11012 Cádiz	Personas	2009	126.766
11012 Cádiz	Personas	2008	127.200
11012 Cádiz	Personas	2007	128.554
11012 Cádiz	Personas	2006	130.561
11012 Cádiz	Personas	2005	131.813
11012 Cádiz	Personas	2004	133.242
11012 Cádiz	Personas	2003	134.989
11012 Cádiz	Personas	2002	136.236
11012 Cádiz	Personas	2001	137.971
11012 Cádiz	Personas	2000	140.061
11012 Cádiz	Personas	1999	142.449
11012 Cádiz	Personas	1998	143.129
11012 Cádiz	Variación absoluta	2020	-588
11012 Cádiz	Variación absoluta	2019	-952
11012 Cádiz	Variación absoluta	2018	-1.069
11012 Cádiz	Variación absoluta	2017	-871
11012 Cádiz	Variación absoluta	2016	-1.549
11012 Cádiz	Variación absoluta	2015	-1.271
11012 Cádiz	Variación absoluta	2014	-1.251
11012 Cádiz	Variación absoluta	2013	-958
11012 Cádiz	Variación absoluta	2012	-944
11012 Cádiz	Variación absoluta	2011	847
11012 Cádiz	Variación absoluta	2010	-940
11012 Cádiz	Variación absoluta	2009	-434
11012 Cádiz	Variación absoluta	2008	-1.354
11012 Cádiz	Variación absoluta	2007	-2.007
11012 Cádiz	Variación absoluta	2006	-1.252
11012 Cádiz	Variación absoluta	2005	-1.429
11012 Cádiz	Variación absoluta	2004	-1.747
11012 Cádiz	Variación absoluta	2003	-1.247
11012 Cádiz	Variación absoluta	2002	-1.735
11012 Cádiz	Variación absoluta	2001	-2.090
11012 Cádiz	Variación absoluta	2000	-2.388
11012 Cádiz	Variación absoluta	1999	-680
11012 Cádiz	Variación absoluta	1998	-2.466
11012 Cádiz	Variación relativa	2020	-0,51
11012 Cádiz	Variación relativa	2019	-0,81
11012 Cádiz	Variación relativa	2018	-0,91
11012 Cádiz	Variación relativa	2017	-0,73
11012 Cádiz	Variación relativa	2016	-1,29
11012 Cádiz	Variación relativa	2015	-1,04
11012 Cádiz	Variación relativa	2014	-1,02
11012 Cádiz	Variación relativa	2013	-0,77
11012 Cádiz	Variación relativa	2012	-0,76
11012 Cádiz	Variación relativa	2011	0,90
11012 Cádiz	Variación relativa	2010	-0,74
11012 Cádiz	Variación relativa	2009	-0,34
11012 Cádiz	Variación relativa	2008	-1,05
11012 Cádiz	Variación relativa	2007	-1,54
11012 Cádiz	Variación relativa	2006	-0,95
11012 Cádiz	Variación relativa	2005	-1,07
11012 Cádiz	Variación relativa	2004	-1,29
11012 Cádiz	Variación relativa	2003	-0,92
11012 Cádiz	Variación relativa	2002	-1,26
11012 Cádiz	Variación relativa	2001	-1,49
11012 Cádiz	Variación relativa	2000	-1,68
11012 Cádiz	Variación relativa	1999	-0,48
11012 Cádiz	Variación relativa	1998	-1,69
12040 Castelló de la Plana	Personas	2020	174.264
12040 Castelló de la Plana	Personas	2019	171.728
12040 Castelló de la Plana	Personas	2018	170.888
12040 Castelló de la Plana	Personas	2017	169.498
12040 Castelló de la Plana	Personas	2016	170.990
12040 Castelló de la Plana	Personas	2015	171.669
12040 Castelló de la Plana	Personas	2014	173.841
12040 Castelló de la Plana	Personas	2013	180.185
12040 Castelló de la Plana	Personas	2012	180.204
12040 Castelló de la Plana	Personas	2011	180.114
12040 Castelló de la Plana	Personas	2010	180.690
12040 Castelló de la Plana	Personas	2009	180.005
12040 Castelló de la Plana	Personas	2008	177.924
12040 Castelló de la Plana	Personas	2007	172.624
12040 Castelló de la Plana	Personas	2006	172.110
12040 Castelló de la Plana	Personas	2005	167.455
12040 Castelló de la Plana	Personas	2004	163.088
12040 Castelló de la Plana	Personas	2003	160.714
12040 Castelló de la Plana	Personas	2002	153.225
12040 Castelló de la Plana	Personas	2001	146.563
12040 Castelló de la Plana	Personas	2000	142.285
12040 Castelló de la Plana	Personas	1999	139.712
12040 Castelló de la Plana	Personas	1998	137.741
12040 Castelló de la Plana	Variación absoluta	2020	2.536
12040 Castelló de la Plana	Variación absoluta	2019	840
12040 Castelló de la Plana	Variación absoluta	2018	1.390
12040 Castelló de la Plana	Variación absoluta	2017	-1.492
12040 Castelló de la Plana	Variación absoluta	2016	-679
12040 Castelló de la Plana	Variación absoluta	2015	-2.172
12040 Castelló de la Plana	Variación absoluta	2014	-6.344
12040 Castelló de la Plana	Variación absoluta	2013	-19
12040 Castelló de la Plana	Variación absoluta	2012	90
12040 Castelló de la Plana	Variación absoluta	2011	-934
12040 Castelló de la Plana	Variación absoluta	2010	685
12040 Castelló de la Plana	Variación absoluta	2009	2.081
12040 Castelló de la Plana	Variación absoluta	2008	5.300
12040 Castelló de la Plana	Variación absoluta	2007	514
12040 Castelló de la Plana	Variación absoluta	2006	4.655
12040 Castelló de la Plana	Variación absoluta	2005	4.367
12040 Castelló de la Plana	Variación absoluta	2004	2.374
12040 Castelló de la Plana	Variación absoluta	2003	7.489
12040 Castelló de la Plana	Variación absoluta	2002	6.662
12040 Castelló de la Plana	Variación absoluta	2001	4.278
12040 Castelló de la Plana	Variación absoluta	2000	2.573
12040 Castelló de la Plana	Variación absoluta	1999	1.971
12040 Castelló de la Plana	Variación absoluta	1998	2.012
12040 Castelló de la Plana	Variación relativa	2020	1,48
12040 Castelló de la Plana	Variación relativa	2019	0,49
12040 Castelló de la Plana	Variación relativa	2018	0,82
12040 Castelló de la Plana	Variación relativa	2017	-0,87
12040 Castelló de la Plana	Variación relativa	2016	-0,40
12040 Castelló de la Plana	Variación relativa	2015	-1,25
12040 Castelló de la Plana	Variación relativa	2014	-3,52
12040 Castelló de la Plana	Variación relativa	2013	-0,01
12040 Castelló de la Plana	Variación relativa	2012	0,05
12040 Castelló de la Plana	Variación relativa	2011	-0,74
12040 Castelló de la Plana	Variación relativa	2010	0,38
12040 Castelló de la Plana	Variación relativa	2009	1,17
12040 Castelló de la Plana	Variación relativa	2008	3,07
12040 Castelló de la Plana	Variación relativa	2007	0,30
12040 Castelló de la Plana	Variación relativa	2006	2,78
12040 Castelló de la Plana	Variación relativa	2005	2,68
12040 Castelló de la Plana	Variación relativa	2004	1,48
12040 Castelló de la Plana	Variación relativa	2003	4,89
12040 Castelló de la Plana	Variación relativa	2002	4,55
12040 Castelló de la Plana	Variación relativa	2001	3,01
12040 Castelló de la Plana	Variación relativa	2000	1,84
12040 Castelló de la Plana	Variación relativa	1999	1,43
12040 Castelló de la Plana	Variación relativa	1998	1,48
13034 Ciudad Real	Personas	2020	75.504
13034 Ciudad Real	Personas	2019	74.746
13034 Ciudad Real	Personas	2018	74.743
13034 Ciudad Real	Personas	2017	74.641
13034 Ciudad Real	Personas	2016	74.054
13034 Ciudad Real	Personas	2015	74.427
13034 Ciudad Real	Personas	2014	74.960
13034 Ciudad Real	Personas	2013	74.872
13034 Ciudad Real	Personas	2012	74.921
13034 Ciudad Real	Personas	2011	74.798
13034 Ciudad Real	Personas	2010	74.345
13034 Ciudad Real	Personas	2009	74.014
13034 Ciudad Real	Personas	2008	72.208
13034 Ciudad Real	Personas	2007	71.005
13034 Ciudad Real	Personas	2006	70.124
13034 Ciudad Real	Personas	2005	69.063
13034 Ciudad Real	Personas	2004	67.401
13034 Ciudad Real	Personas	2003	65.703
13034 Ciudad Real	Personas	2002	65.084
13034 Ciudad Real	Personas	2001	61.280
13034 Ciudad Real	Personas	2000	60.243
13034 Ciudad Real	Personas	1999	61.138
13034 Ciudad Real	Personas	1998	61.138
13034 Ciudad Real	Variación absoluta	2020	758
13034 Ciudad Real	Variación absoluta	2019	3
13034 Ciudad Real	Variación absoluta	2018	102
13034 Ciudad Real	Variación absoluta	2017	587
13034 Ciudad Real	Variación absoluta	2016	-373
13034 Ciudad Real	Variación absoluta	2015	-533
13034 Ciudad Real	Variación absoluta	2014	88
13034 Ciudad Real	Variación absoluta	2013	-49
13034 Ciudad Real	Variación absoluta	2012	123
13034 Ciudad Real	Variación absoluta	2011	-576
13034 Ciudad Real	Variación absoluta	2010	331
13034 Ciudad Real	Variación absoluta	2009	1.806
13034 Ciudad Real	Variación absoluta	2008	1.203
13034 Ciudad Real	Variación absoluta	2007	881
13034 Ciudad Real	Variación absoluta	2006	1.061
13034 Ciudad Real	Variación absoluta	2005	1.662
13034 Ciudad Real	Variación absoluta	2004	1.698
13034 Ciudad Real	Variación absoluta	2003	619
13034 Ciudad Real	Variación absoluta	2002	3.804
13034 Ciudad Real	Variación absoluta	2001	1.037
13034 Ciudad Real	Variación absoluta	2000	-895
13034 Ciudad Real	Variación absoluta	1999	0
13034 Ciudad Real	Variación absoluta	1998	1.746
13034 Ciudad Real	Variación relativa	2020	1,01
13034 Ciudad Real	Variación relativa	2019	0,00
13034 Ciudad Real	Variación relativa	2018	0,14
13034 Ciudad Real	Variación relativa	2017	0,79
13034 Ciudad Real	Variación relativa	2016	-0,50
13034 Ciudad Real	Variación relativa	2015	-0,71
13034 Ciudad Real	Variación relativa	2014	0,12
13034 Ciudad Real	Variación relativa	2013	-0,07
13034 Ciudad Real	Variación relativa	2012	0,16
13034 Ciudad Real	Variación relativa	2011	-0,32
13034 Ciudad Real	Variación relativa	2010	0,45
13034 Ciudad Real	Variación relativa	2009	2,50
13034 Ciudad Real	Variación relativa	2008	1,69
13034 Ciudad Real	Variación relativa	2007	1,26
13034 Ciudad Real	Variación relativa	2006	1,54
13034 Ciudad Real	Variación relativa	2005	2,47
13034 Ciudad Real	Variación relativa	2004	2,58
13034 Ciudad Real	Variación relativa	2003	0,95
13034 Ciudad Real	Variación relativa	2002	6,21
13034 Ciudad Real	Variación relativa	2001	1,72
13034 Ciudad Real	Variación relativa	2000	-1,46
13034 Ciudad Real	Variación relativa	1999	0,00
13034 Ciudad Real	Variación relativa	1998	2,94
14021 Córdoba	Personas	2020	326.039
14021 Córdoba	Personas	2019	325.701
14021 Córdoba	Personas	2018	325.708
14021 Córdoba	Personas	2017	325.916
14021 Córdoba	Personas	2016	326.609
14021 Córdoba	Personas	2015	327.362
14021 Córdoba	Personas	2014	328.041
14021 Córdoba	Personas	2013	328.704
14021 Córdoba	Personas	2012	328.841
14021 Córdoba	Personas	2011	328.659
14021 Córdoba	Personas	2010	328.547
14021 Córdoba	Personas	2009	328.428
14021 Córdoba	Personas	2008	325.453
14021 Córdoba	Personas	2007	323.600
14021 Córdoba	Personas	2006	322.867
14021 Córdoba	Personas	2005	321.164
14021 Córdoba	Personas	2004	319.692
14021 Córdoba	Personas	2003	318.628
14021 Córdoba	Personas	2002	314.805
14021 Córdoba	Personas	2001	314.034
14021 Córdoba	Personas	2000	313.463
14021 Córdoba	Personas	1999	311.708
14021 Córdoba	Personas	1998	309.961
14021 Córdoba	Variación absoluta	2020	338
14021 Córdoba	Variación absoluta	2019	-7
14021 Córdoba	Variación absoluta	2018	-208
14021 Córdoba	Variación absoluta	2017	-693
14021 Córdoba	Variación absoluta	2016	-753
14021 Córdoba	Variación absoluta	2015	-679
14021 Córdoba	Variación absoluta	2014	-663
14021 Córdoba	Variación absoluta	2013	-137
14021 Córdoba	Variación absoluta	2012	182
14021 Córdoba	Variación absoluta	2011	453
14021 Córdoba	Variación absoluta	2010	119
14021 Córdoba	Variación absoluta	2009	2.975
14021 Córdoba	Variación absoluta	2008	1.853
14021 Córdoba	Variación absoluta	2007	733
14021 Córdoba	Variación absoluta	2006	1.703
14021 Córdoba	Variación absoluta	2005	1.472
14021 Córdoba	Variación absoluta	2004	1.064
14021 Córdoba	Variación absoluta	2003	3.823
14021 Córdoba	Variación absoluta	2002	771
14021 Córdoba	Variación absoluta	2001	571
14021 Córdoba	Variación absoluta	2000	1.755
14021 Córdoba	Variación absoluta	1999	1.747
14021 Córdoba	Variación absoluta	1998	3.713
14021 Córdoba	Variación relativa	2020	0,10
14021 Córdoba	Variación relativa	2019	0,00
14021 Córdoba	Variación relativa	2018	-0,06
14021 Córdoba	Variación relativa	2017	-0,21
14021 Córdoba	Variación relativa	2016	-0,23
14021 Córdoba	Variación relativa	2015	-0,21
14021 Córdoba	Variación relativa	2014	-0,20
14021 Córdoba	Variación relativa	2013	-0,04
14021 Córdoba	Variación relativa	2012	0,06
14021 Córdoba	Variación relativa	2011	0,61
14021 Córdoba	Variación relativa	2010	0,04
14021 Córdoba	Variación relativa	2009	0,91
14021 Córdoba	Variación relativa	2008	0,57
14021 Córdoba	Variación relativa	2007	0,23
14021 Córdoba	Variación relativa	2006	0,53
14021 Córdoba	Variación relativa	2005	0,46
14021 Córdoba	Variación relativa	2004	0,33
14021 Córdoba	Variación relativa	2003	1,21
14021 Córdoba	Variación relativa	2002	0,25
14021 Córdoba	Variación relativa	2001	0,18
14021 Córdoba	Variación relativa	2000	0,56
14021 Córdoba	Variación relativa	1999	0,56
14021 Córdoba	Variación relativa	1998	1,21
15030 Coruña, A	Personas	2020	247.604
15030 Coruña, A	Personas	2019	245.711
15030 Coruña, A	Personas	2018	244.850
15030 Coruña, A	Personas	2017	244.099
15030 Coruña, A	Personas	2016	243.978
15030 Coruña, A	Personas	2015	243.870
15030 Coruña, A	Personas	2014	244.810
15030 Coruña, A	Personas	2013	245.923
15030 Coruña, A	Personas	2012	246.146
15030 Coruña, A	Personas	2011	246.028
15030 Coruña, A	Personas	2010	246.047
15030 Coruña, A	Personas	2009	246.056
15030 Coruña, A	Personas	2008	245.164
15030 Coruña, A	Personas	2007	244.388
15030 Coruña, A	Personas	2006	243.320
15030 Coruña, A	Personas	2005	243.349
15030 Coruña, A	Personas	2004	242.846
15030 Coruña, A	Personas	2003	243.902
15030 Coruña, A	Personas	2002	242.458
15030 Coruña, A	Personas	2001	239.434
15030 Coruña, A	Personas	2000	241.769
15030 Coruña, A	Personas	1999	243.402
15030 Coruña, A	Personas	1998	243.134
15030 Coruña, A	Variación absoluta	2020	1.893
15030 Coruña, A	Variación absoluta	2019	861
15030 Coruña, A	Variación absoluta	2018	751
15030 Coruña, A	Variación absoluta	2017	121
15030 Coruña, A	Variación absoluta	2016	108
15030 Coruña, A	Variación absoluta	2015	-940
15030 Coruña, A	Variación absoluta	2014	-1.113
15030 Coruña, A	Variación absoluta	2013	-223
15030 Coruña, A	Variación absoluta	2012	118
15030 Coruña, A	Variación absoluta	2011	112
15030 Coruña, A	Variación absoluta	2010	-9
15030 Coruña, A	Variación absoluta	2009	892
15030 Coruña, A	Variación absoluta	2008	776
15030 Coruña, A	Variación absoluta	2007	1.068
15030 Coruña, A	Variación absoluta	2006	-29
15030 Coruña, A	Variación absoluta	2005	503
15030 Coruña, A	Variación absoluta	2004	-1.056
15030 Coruña, A	Variación absoluta	2003	1.444
15030 Coruña, A	Variación absoluta	2002	3.024
15030 Coruña, A	Variación absoluta	2001	-2.335
15030 Coruña, A	Variación absoluta	2000	-1.633
15030 Coruña, A	Variación absoluta	1999	268
15030 Coruña, A	Variación absoluta	1998	-651
15030 Coruña, A	Variación relativa	2020	0,77
15030 Coruña, A	Variación relativa	2019	0,35
15030 Coruña, A	Variación relativa	2018	0,31
15030 Coruña, A	Variación relativa	2017	0,05
15030 Coruña, A	Variación relativa	2016	0,04
15030 Coruña, A	Variación relativa	2015	-0,38
15030 Coruña, A	Variación relativa	2014	-0,45
15030 Coruña, A	Variación relativa	2013	-0,09
15030 Coruña, A	Variación relativa	2012	0,05
15030 Coruña, A	Variación relativa	2011	0,03
15030 Coruña, A	Variación relativa	2010	0,00
15030 Coruña, A	Variación relativa	2009	0,36
15030 Coruña, A	Variación relativa	2008	0,32
15030 Coruña, A	Variación relativa	2007	0,44
15030 Coruña, A	Variación relativa	2006	-0,01
15030 Coruña, A	Variación relativa	2005	0,21
15030 Coruña, A	Variación relativa	2004	-0,43
15030 Coruña, A	Variación relativa	2003	0,60
15030 Coruña, A	Variación relativa	2002	1,26
15030 Coruña, A	Variación relativa	2001	-0,97
15030 Coruña, A	Variación relativa	2000	-0,67
15030 Coruña, A	Variación relativa	1999	0,11
15030 Coruña, A	Variación relativa	1998	-0,27
16078 Cuenca	Personas	2020	54.621
16078 Cuenca	Personas	2019	54.690
16078 Cuenca	Personas	2018	54.898
16078 Cuenca	Personas	2017	54.876
16078 Cuenca	Personas	2016	55.102
16078 Cuenca	Personas	2015	55.428
16078 Cuenca	Personas	2014	55.738
16078 Cuenca	Personas	2013	56.107
16078 Cuenca	Personas	2012	57.032
16078 Cuenca	Personas	2011	56.703
16078 Cuenca	Personas	2010	56.189
16078 Cuenca	Personas	2009	55.866
16078 Cuenca	Personas	2008	54.600
16078 Cuenca	Personas	2007	52.980
16078 Cuenca	Personas	2006	51.205
16078 Cuenca	Personas	2005	49.912
16078 Cuenca	Personas	2004	47.862
16078 Cuenca	Personas	2003	47.201
16078 Cuenca	Personas	2002	46.859
16078 Cuenca	Personas	2001	46.491
16078 Cuenca	Personas	2000	45.707
16078 Cuenca	Personas	1999	45.100
16078 Cuenca	Personas	1998	44.558
16078 Cuenca	Variación absoluta	2020	-69
16078 Cuenca	Variación absoluta	2019	-208
16078 Cuenca	Variación absoluta	2018	22
16078 Cuenca	Variación absoluta	2017	-226
16078 Cuenca	Variación absoluta	2016	-326
16078 Cuenca	Variación absoluta	2015	-310
16078 Cuenca	Variación absoluta	2014	-369
16078 Cuenca	Variación absoluta	2013	-925
16078 Cuenca	Variación absoluta	2012	329
16078 Cuenca	Variación absoluta	2011	-19
16078 Cuenca	Variación absoluta	2010	323
16078 Cuenca	Variación absoluta	2009	1.266
16078 Cuenca	Variación absoluta	2008	1.620
16078 Cuenca	Variación absoluta	2007	1.775
16078 Cuenca	Variación absoluta	2006	1.293
16078 Cuenca	Variación absoluta	2005	2.050
16078 Cuenca	Variación absoluta	2004	661
16078 Cuenca	Variación absoluta	2003	342
16078 Cuenca	Variación absoluta	2002	368
16078 Cuenca	Variación absoluta	2001	784
16078 Cuenca	Variación absoluta	2000	607
16078 Cuenca	Variación absoluta	1999	542
16078 Cuenca	Variación absoluta	1998	825
16078 Cuenca	Variación relativa	2020	-0,13
16078 Cuenca	Variación relativa	2019	-0,38
16078 Cuenca	Variación relativa	2018	0,04
16078 Cuenca	Variación relativa	2017	-0,41
16078 Cuenca	Variación relativa	2016	-0,59
16078 Cuenca	Variación relativa	2015	-0,56
16078 Cuenca	Variación relativa	2014	-0,66
16078 Cuenca	Variación relativa	2013	-1,62
16078 Cuenca	Variación relativa	2012	0,58
16078 Cuenca	Variación relativa	2011	-0,01
16078 Cuenca	Variación relativa	2010	0,58
16078 Cuenca	Variación relativa	2009	2,32
16078 Cuenca	Variación relativa	2008	3,06
16078 Cuenca	Variación relativa	2007	3,47
16078 Cuenca	Variación relativa	2006	2,59
16078 Cuenca	Variación relativa	2005	4,28
16078 Cuenca	Variación relativa	2004	1,40
16078 Cuenca	Variación relativa	2003	0,73
16078 Cuenca	Variación relativa	2002	0,79
16078 Cuenca	Variación relativa	2001	1,72
16078 Cuenca	Variación relativa	2000	1,35
16078 Cuenca	Variación relativa	1999	1,22
16078 Cuenca	Variación relativa	1998	1,89
20069 Donostia/San Sebastián	Personas	2020	188.240
20069 Donostia/San Sebastián	Personas	2019	187.415
20069 Donostia/San Sebastián	Personas	2018	186.665
20069 Donostia/San Sebastián	Personas	2017	186.370
20069 Donostia/San Sebastián	Personas	2016	186.064
20069 Donostia/San Sebastián	Personas	2015	186.095
20069 Donostia/San Sebastián	Personas	2014	186.126
20069 Donostia/San Sebastián	Personas	2013	186.500
20069 Donostia/San Sebastián	Personas	2012	186.409
20069 Donostia/San Sebastián	Personas	2011	186.185
20069 Donostia/San Sebastián	Personas	2010	185.506
20069 Donostia/San Sebastián	Personas	2009	185.357
20069 Donostia/San Sebastián	Personas	2008	184.248
20069 Donostia/San Sebastián	Personas	2007	183.090
20069 Donostia/San Sebastián	Personas	2006	183.308
20069 Donostia/San Sebastián	Personas	2005	182.930
20069 Donostia/San Sebastián	Personas	2004	182.644
20069 Donostia/San Sebastián	Personas	2003	181.811
20069 Donostia/San Sebastián	Personas	2002	181.700
20069 Donostia/San Sebastián	Personas	2001	181.064
20069 Donostia/San Sebastián	Personas	2000	180.277
20069 Donostia/San Sebastián	Personas	1999	179.208
20069 Donostia/San Sebastián	Personas	1998	178.229
20069 Donostia/San Sebastián	Variación absoluta	2020	825
20069 Donostia/San Sebastián	Variación absoluta	2019	750
20069 Donostia/San Sebastián	Variación absoluta	2018	295
20069 Donostia/San Sebastián	Variación absoluta	2017	306
20069 Donostia/San Sebastián	Variación absoluta	2016	-31
20069 Donostia/San Sebastián	Variación absoluta	2015	-31
20069 Donostia/San Sebastián	Variación absoluta	2014	-374
20069 Donostia/San Sebastián	Variación absoluta	2013	91
20069 Donostia/San Sebastián	Variación absoluta	2012	224
20069 Donostia/San Sebastián	Variación absoluta	2011	514
20069 Donostia/San Sebastián	Variación absoluta	2010	149
20069 Donostia/San Sebastián	Variación absoluta	2009	1.109
20069 Donostia/San Sebastián	Variación absoluta	2008	1.158
20069 Donostia/San Sebastián	Variación absoluta	2007	-218
20069 Donostia/San Sebastián	Variación absoluta	2006	378
20069 Donostia/San Sebastián	Variación absoluta	2005	286
20069 Donostia/San Sebastián	Variación absoluta	2004	833
20069 Donostia/San Sebastián	Variación absoluta	2003	111
20069 Donostia/San Sebastián	Variación absoluta	2002	636
20069 Donostia/San Sebastián	Variación absoluta	2001	787
20069 Donostia/San Sebastián	Variación absoluta	2000	1.069
20069 Donostia/San Sebastián	Variación absoluta	1999	979
20069 Donostia/San Sebastián	Variación absoluta	1998	1.321
20069 Donostia/San Sebastián	Variación relativa	2020	0,44
20069 Donostia/San Sebastián	Variación relativa	2019	0,40
20069 Donostia/San Sebastián	Variación relativa	2018	0,16
20069 Donostia/San Sebastián	Variación relativa	2017	0,16
20069 Donostia/San Sebastián	Variación relativa	2016	-0,02
20069 Donostia/San Sebastián	Variación relativa	2015	-0,02
20069 Donostia/San Sebastián	Variación relativa	2014	-0,20
20069 Donostia/San Sebastián	Variación relativa	2013	0,05
20069 Donostia/San Sebastián	Variación relativa	2012	0,12
20069 Donostia/San Sebastián	Variación relativa	2011	0,91
20069 Donostia/San Sebastián	Variación relativa	2010	0,08
20069 Donostia/San Sebastián	Variación relativa	2009	0,60
20069 Donostia/San Sebastián	Variación relativa	2008	0,63
20069 Donostia/San Sebastián	Variación relativa	2007	-0,12
20069 Donostia/San Sebastián	Variación relativa	2006	0,21
20069 Donostia/San Sebastián	Variación relativa	2005	0,16
20069 Donostia/San Sebastián	Variación relativa	2004	0,46
20069 Donostia/San Sebastián	Variación relativa	2003	0,06
20069 Donostia/San Sebastián	Variación relativa	2002	0,35
20069 Donostia/San Sebastián	Variación relativa	2001	0,44
20069 Donostia/San Sebastián	Variación relativa	2000	0,60
20069 Donostia/San Sebastián	Variación relativa	1999	0,55
20069 Donostia/San Sebastián	Variación relativa	1998	0,75
17079 Girona	Personas	2020	103.369
17079 Girona	Personas	2019	101.852
17079 Girona	Personas	2018	100.266
17079 Girona	Personas	2017	99.013
17079 Girona	Personas	2016	98.255
17079 Girona	Personas	2015	97.586
17079 Girona	Personas	2014	97.227
17079 Girona	Personas	2013	97.292
17079 Girona	Personas	2012	97.198
17079 Girona	Personas	2011	96.722
17079 Girona	Personas	2010	96.236
17079 Girona	Personas	2009	96.188
17079 Girona	Personas	2008	94.484
17079 Girona	Personas	2007	92.186
17079 Girona	Personas	2006	89.890
17079 Girona	Personas	2005	86.672
17079 Girona	Personas	2004	83.531
17079 Girona	Personas	2003	81.220
17079 Girona	Personas	2002	77.475
17079 Girona	Personas	2001	75.256
17079 Girona	Personas	2000	73.637
17079 Girona	Personas	1999	72.682
17079 Girona	Personas	1998	71.858
17079 Girona	Variación absoluta	2020	1.517
17079 Girona	Variación absoluta	2019	1.586
17079 Girona	Variación absoluta	2018	1.253
17079 Girona	Variación absoluta	2017	758
17079 Girona	Variación absoluta	2016	669
17079 Girona	Variación absoluta	2015	359
17079 Girona	Variación absoluta	2014	-65
17079 Girona	Variación absoluta	2013	94
17079 Girona	Variación absoluta	2012	476
17079 Girona	Variación absoluta	2011	486
17079 Girona	Variación absoluta	2010	48
17079 Girona	Variación absoluta	2009	1.704
17079 Girona	Variación absoluta	2008	2.298
17079 Girona	Variación absoluta	2007	2.296
17079 Girona	Variación absoluta	2006	3.218
17079 Girona	Variación absoluta	2005	3.141
17079 Girona	Variación absoluta	2004	2.311
17079 Girona	Variación absoluta	2003	3.745
17079 Girona	Variación absoluta	2002	2.219
17079 Girona	Variación absoluta	2001	1.619
17079 Girona	Variación absoluta	2000	955
17079 Girona	Variación absoluta	1999	824
